Date,USA,Japan,Germany,UK,France,Canada,Italy,Australia,Korea,Mexico,Spain,Netherlands,Switzerland,Norway,Sweden
1955-01-01,,,,,,,,,,,,,,,
1955-04-01,0.0,-0.17921146950554,-0.312825860271087,1.11917725347851,,,,,,,,,0.0981366776273846,0.332225913621245,1.2904721428019499
1955-07-01,0.49937578027465,-0.107719928208736,0.9414225941422429,1.40592282381096,,,,,,,,,0.38579559199888197,0.331125827814572,1.85891567490591
1955-10-01,0.12422360248447699,-0.5751258088229879,1.34715025906736,2.3008849557521804,,,,,,,,,0.4426574668324029,0.0,2.1844963175633403
1956-01-01,-0.24813895781637402,0.10845986993617801,0.408997955010242,0.607093425605541,,,,,,,,,-0.287911505095276,0.6600660066006829,0.8893232347911211
1956-04-01,0.87064676616915,1.0473094979649,0.916496945010181,2.09093926319282,,,,,,,,,0.868761318592249,3.6065573770491803,0.9686637283866879
1956-07-01,1.2330456226880502,-0.178699070801415,-0.100908173562063,-0.39011703511052603,,,,,,,,,0.897688608770992,0.63291139240503,0.182280424041835
1956-10-01,0.609013398294749,0.501253132934932,0.6060606060605911,0.91383812010444,,,,,,,,,0.5661739087153239,-0.628930817610048,1.12042135503948
1957-01-01,0.6053268765133399,1.17563234761812,0.40160642570281496,1.1642949547218702,,,,,,,,,-0.20663457850257397,0.9493670886076009,2.00767081774706
1957-04-01,1.08303249097471,1.2323943662576202,0.6000000000000121,0.639386189258296,,,,,,,,,0.5281952090462629,1.5673981191222701,0.31564777421901696
1957-07-01,1.07142857142856,1.5304347826051101,1.0934393638170898,1.36594663278272,,,,,,,,,0.920101630528644,0.0,1.09203646291241
1957-10-01,0.23557126030623998,-1.3703323056149297,0.19665683382495702,1.22218740206834,,,,,,,,,0.8542725850606121,0.0,1.1786515311026597
1958-01-01,1.05757931844888,-1.07676276487977,1.17762512266928,0.340557275541789,,,,,,,,,-0.18419107400362303,1.23456790123456,2.16697957429481
1958-04-01,0.8139534883721,0.175561797724916,0.7759456838021409,1.5118790496760401,,,,,,,,,0.715057483823194,3.0487804878048803,0.8391081984634949
1958-07-01,0.11534025374855099,0.8412197687734979,-1.0587102983638002,-1.15501519756841,,,,,,,,,0.46407907425266604,2.07100591715976,0.050498397224793
1958-10-01,0.0,0.10427528665190301,0.19455252918286103,1.2915129151291598,,,,,,,,,0.0731897534345143,0.0,0.0307226403914664
1959-01-01,0.0,-0.48611111108458294,0.19417475728154898,0.485731633272625,,,,,,,,,-0.968755245425999,0.28985507246377,0.32248864708337
1959-04-01,0.34562211981567,0.348918353176911,0.290697674418617,-0.9365558912386741,,,,,,,,,-0.569021041671708,-0.289017341040464,-0.31270500765361
1959-07-01,0.688863375430543,1.07788595267931,0.9661835748792159,-0.27447392497713197,,,,,,,,,0.29709721410480394,0.8695652173912929,0.49575536885513
1959-10-01,0.57012542759408,0.8943928448525269,0.76555023923447,0.7339449541284521,,,,,,,,,0.552372165298902,0.0,0.838190033396633
1960-01-01,-0.11337868480726,1.02284350496702,-0.0949667616334324,0.0303582270795143,4.21221007731273,1.31004366812228,2.46290801186943,2.73972602739726,8.02983418104842,,2.22775555193561,,0.0555374455189634,0.0,2.97854839058813
1960-04-01,0.567536889897842,0.911238609151146,0.570342205323193,0.606980273141133,4.32115230728195,1.97368421052632,2.4361259655377,4.10958904109589,9.15330136586131,,0.800221071776816,-0.0861192201257989,0.6612527602476229,0.0,0.208101233893205
1960-07-01,0.22573363431152102,0.735785952721968,0.0,0.150829562594271,4.50092666137145,0.867678958785248,2.99970299970301,4.05405405405404,9.47130765982931,,0.936950256892444,-1.37950279245286,0.730032006329341,0.0,0.17200872629633
1960-10-01,0.6756756756756669,0.630810093457958,0.283553875236307,1.05421686746988,3.53798126951092,1.29032258064516,1.5169194865811,4.0,5.25592675701733,,0.763310507564266,-2.02619456603776,0.378436272759725,0.0,0.34970892490682604
1961-01-01,0.0,1.7156054106316598,0.942507068803005,0.536512667660205,2.1744691737017,1.50862068965517,1.50593686649291,4.0,10.564426006154,,1.21819717861251,-1.62698208281055,-0.305875657988344,0.287356321839082,0.966173493875332
1961-04-01,0.0,0.6811547192173859,0.746965452847812,1.24518233026977,1.78982357453338,1.29032258064516,2.05916473317866,3.94736842105264,8.05576452656779,,0.807433598891022,0.647249192120054,0.5791413961232099,1.1461318051576,0.727513227513229
1961-07-01,0.559284116331084,2.1907216494779,0.648748841519916,1.25915080527086,1.97618444388143,1.29032258064516,1.9896193771626,1.2987012987013,7.57419271547759,,0.34554928873357,1.31147542501612,0.95297775991109,1.13314447592069,0.18466841759684302
1961-10-01,0.11123470522804599,3.43631778096116,0.36832412523021796,1.12781954887219,3.64321608040202,0.0,2.64367816091953,0.0,6.66867653489882,,0.864784038985917,1.98019802323415,1.65723856036916,1.6806722689075402,0.5488878876008729
1962-01-01,0.22222222222223004,1.21914050575256,1.5596330275229198,1.00228767515013,4.84076420129175,0.0,3.39514978602,0.0,1.02705164180576,,1.65819335693,1.6393442717042,0.859466807990951,1.1019283746556898,2.39744164256325
1962-04-01,0.44345898004434003,1.32490213818749,0.542005420054224,2.1290751829674,6.21572632939253,0.849256900212324,4.54674623472579,-1.26582278481013,5.37698065108525,,5.60679157036425,3.53697749212229,1.2679338389838302,1.36239782016348,1.6590081756877602
1962-07-01,0.441501103752776,0.802377414619225,-0.0898472596585963,-0.456026058631921,5.93505458501473,1.48619957537155,5.08905852417303,0.0,7.58740183466971,,6.79271042482874,2.26537216584022,0.9937509869831079,1.8817204301075199,0.7592212112317801
1962-10-01,0.219780219780206,1.00235848969993,0.44964028776980297,-0.0327225130890052,4.36348824291797,1.9108280254777,5.71108622620382,0.0,12.5355231649859,,8.759802816474,2.26537216584022,0.32501256491876,0.0,-0.0504922999242469
1963-01-01,0.109649122807011,3.35523135582851,2.32766338406446,1.4729950900163702,4.60392687880839,1.9108280254777,7.72626931567329,0.0,15.9275581246612,,11.003688334041,4.8387096921946,0.9997105515107042,1.3192612137203101,0.9967552023626658
1963-04-01,0.32858707557505,1.6891891891938,0.174978127734029,0.5806451612903221,4.69326181696276,1.05263157894736,7.52921989671104,0.0,14.1780841550103,,8.8910076062028,2.17391305345837,0.837705568537522,-0.26041666666666796,0.9676798768757209
1963-07-01,0.545851528384267,0.553709856081689,-0.524017467248919,-0.705580500320718,5.31914893617021,1.88284518828453,6.96798493408664,1.28205128205128,27.4188038478324,,8.68739862399812,2.21518988339085,0.8635389794936921,0.0,0.3620219880723479
1963-10-01,0.434310532030396,0.7342143905517561,1.31694468832309,0.7428940568475441,5.36713862364175,1.66666666666666,7.60063559322034,1.28205128205128,24.6228617794632,,6.5570728339297,3.79746836097524,1.1216594056830802,0.261096605744127,0.7499098209708929
1964-01-01,0.21621621621622397,0.3279883381933161,1.29982668977468,0.897723629368386,4.27184466019419,1.87500000000001,5.63524590163934,2.56410256410257,37.0178395270115,,3.9995258412516,3.69230767433477,0.471551511644095,3.64583333333336,1.01002487374687
1964-04-01,0.107874865156433,1.67090446786513,0.0,1.8430251032729799,3.49023374959976,2.5,5.48533872598584,2.56410256410257,40.5282362377289,,3.99179802404931,5.77507598000712,1.02294424473862,1.00502512562815,0.611894634728762
1964-07-01,0.431034482758615,0.607359771341265,0.0855431993156581,0.7800312012480491,2.74621212121213,1.64271047227926,6.66498993963782,2.53164556962026,18.0871413157428,,8.08609512319955,7.73993806297036,0.353718798834289,2.2388059701492202,1.27382629978492
1964-10-01,0.32188841201714696,2.45028409089406,0.8547008547008801,0.8978328173374599,2.37500000000002,1.6393442622951,5.85774058577405,3.79746835443037,24.8433731737943,,11.6992589707274,6.09756097387414,0.608145786643952,0.48661800486618295,1.00880645929072
1965-01-01,0.213903743315495,1.9757365684841002,1.1016949152542401,0.9205277692543721,2.38981998758536,1.840490797546,5.55286129970903,2.49999999999998,15.2814833491356,,15.3828618309533,4.28486647258459,0.46119576243713795,1.4527845036319598,0.8609751676635771
1965-04-01,0.747065101387424,2.0054384769566798,1.00586756077116,2.49315901489814,3.21782178217821,2.23577235772359,4.91253294991614,3.75,11.1316546576239,,16.2098403093422,2.70689654684024,1.3303907892819,0.9546539379474859,1.06388714170186
1965-07-01,0.423728813559317,-0.0333222256891448,0.8298755186722121,0.444971818451498,2.67281105990784,2.4242424242424,4.24428200896017,3.70370370370371,17.4485293913231,,11.8191616036815,3.76436781891228,1.35812615574276,0.4728132387706879,3.0673755712431197
1965-10-01,0.42194092827003704,1.96666666609959,0.9876543209876079,0.649734199645578,2.53357753357752,2.82258064516126,3.41780981167172,3.65853658536587,10.6111686148459,,9.8577841295236,4.8879310260786,1.35817234598935,0.0,0.712535799316811
