Date,USA,Japan,Germany,UK,France,Canada,Italy,Australia,Korea,Mexico,Spain,Netherlands,Switzerland,Norway,Sweden
1988-01-01,,,,,,,,,,,,,,,
1989-01-01,39.128400199944,,,,,,,,,,,,,,
1990-01-01,40.933943570707,52.0126920923287,,30.2033709452908,,,,12.2277270537071,7.44280156883706,46.6268573934833,,,12.3253217628628,19.8470116461584,
1991-01-01,44.0615972806026,38.1761873627571,38.8068212862203,29.1948960284953,,,38.8068212862203,11.9189735168701,10.242860165184,38.2182364854974,38.8068212862203,38.8068212862203,13.0443645232101,18.5942813892647,31.9934860591858
1992-01-01,46.0501444176036,38.9149343503625,41.8487900882014,30.3997500632281,,,41.8487900882014,14.1455474152493,9.99384594985674,28.1470540238128,41.8487900882014,41.8487900882014,15.2316390716792,22.342831631806,36.6136772214516
1993-01-01,48.2461403335599,42.1159418336413,,35.3135500060757,,,,17.8742112597108,9.20041893348368,19.2441733308612,,,18.4445481282332,31.5607533776556,49.9559276283996
1994-01-01,47.3534821707435,55.1119058491208,,40.4800884599488,,,,20.1887653741553,8.1789368617001,26.8438813996716,,,20.0680258700935,30.7520156212036,57.529242206558
1995-01-01,47.2095352870886,60.7712223705867,63.0655268460976,88.5375860631923,,77.3126219756355,63.0655268460976,21.6803200993857,7.21688976925724,30.7434988919319,63.0655268460976,63.0655268460976,22.4952087771142,,
1996-01-01,46.7417685500108,65.410061690325,66.0121291666293,87.5361678606319,,78.0386679289258,66.0121291666293,21.8111080233435,6.86298018400292,23.9323468344639,66.0121291666293,66.0121291666293,22.9044358708838,,85.6828801789378
1997-01-01,44.1174698332784,72.9967174775097,65.9223608385735,88.609877229509,,74.9284095733244,65.9223608385735,20.8599426944392,8.6798604727881,19.7405052707619,65.9223608385735,65.9223608385735,24.923764904958,,87.9657240939027
1998-01-01,41.1291489790385,80.4782837717387,64.3396007854029,90.3655579713991,62.3639688260044,72.4827997563099,64.3396007854029,16.8775032244926,,21.0082173789952,64.3396007854029,64.3396007854029,27.1341876040475,,87.8663480274327
1999-01-01,37.7272782686058,90.653794128391,60.6207861136916,87.465204821864,59.1702064027169,66.245831750035,60.6207861136916,31.0660703401538,,19.4785244628191,60.6207861136916,60.6207861136916,25.0056548766129,,77.8390669173776
2000-01-01,33.2676548646821,98.9338230693531,58.0936359120934,87.4785601116328,58.2992523257033,58.7379742383571,58.0936359120934,29.5228121217974,,18.1918633366124,58.0936359120934,58.0936359120934,25.7779061612304,,70.2783172649888
2001-01-01,52.4436763286348,102.846758013061,55.935565303706,84.2386804346783,57.8188792094656,57.4583564504362,55.935565303706,27.6933059278882,,,55.935565303706,55.935565303706,24.7027735782155,,60.8697579732008
2002-01-01,53.8625140415158,111.876249693267,56.636170850543,86.2746645023371,61.1765498677754,54.1491194927984,56.636170850543,25.8835396049421,,,56.636170850543,56.636170850543,29.742984484904,,59.47271638464
2003-01-01,56.2504045927814,121.915320879915,56.4714312245097,86.568192546653,63.6735542410279,51.2713370557453,56.4714312245097,25.0737136225763,,,56.4714312245097,56.4714312245097,28.8028890808021,,58.1800750198535
2004-01-01,56.6622864008834,127.547629783025,57.2573120604022,90.3859486767722,64.6424130247374,46.8009858324025,57.2573120604022,22.8610710239339,,,57.2573120604022,57.2573120604022,29.3653695166451,,57.5972530504976
2005-01-01,56.5388479068386,128.207492888471,57.9390183862357,92.0440336329106,65.6111738740193,46.0616514241618,57.9390183862357,22.4060502981278,,,57.9390183862357,57.9390183862357,29.3971783222549,,57.8692190775771
2006-01-01,55.4673357624473,128.599667918729,55.1533608988013,92.0570664615995,60.9742926849592,43.2916781929928,55.1533608988013,21.439297308383,,,55.1533608988013,55.1533608988013,25.7683538859672,,51.6324285606285
2007-01-01,55.6599261078117,132.222046474041,52.6520171019054,93.7024038657626,59.4874211892694,39.1585639491399,52.6520171019054,20.0957188232021,,,52.6520171019054,52.6520171019054,23.655829446943,,45.6949689152535
2008-01-01,63.8151298190915,138.574274218025,57.834227066381,105.312876506024,65.372569489756,45.3205112731135,57.834227066381,18.1805465955822,,,57.834227066381,57.834227066381,23.082653900009,,45.6455895855319
2009-01-01,75.8420482989664,156.984485342014,66.3485275570084,123.637559868853,77.9477820433769,53.1924466726998,66.3485275570084,23.8686549747471,,,66.3485275570084,66.3485275570084,21.7016373939593,,46.9234851176251
2010-01-01,84.9644109904045,160.498098433606,71.2022754376755,131.002708645596,80.3012997114704,53.1497329605545,71.2022754376755,28.6621010272305,,,71.2022754376755,71.2022754376755,20.9935662243333,,43.3019148019871
2011-01-01,89.5468170333317,175.567641219028,74.5033514491133,143.678838438821,82.2922420615546,54.1193858391726,74.5033514491133,30.0934479304635,,,74.5033514491133,74.5033514491133,21.1420070501854,,43.6847237255241
2012-01-01,93.6492617595668,183.706209324867,82.3859096266619,146.977239505986,90.2797486025496,55.7251649377054,82.3859096266619,39.43866550466,32.4090205799357,,82.3859096266619,82.3859096266619,21.3444959349686,,43.5102479611743
2013-01-01,95.5346882113219,186.564297348971,83.5802995821518,141.632156536491,90.9685436680429,53.200869076551,83.5802995821518,37.5557499617872,34.9298593014974,,83.5802995821518,83.5802995821518,20.218157443689,,45.1695424481992
2014-01-01,95.7666986884038,192.112850344345,90.6253651125565,150.601284070885,97.5543838512582,51.4827081297932,90.6253651125565,41.7128890194693,36.5002640215506,,90.6253651125565,90.6253651125565,20.611242786827,,49.4545085693247
